id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,is_transcript_available,transcript
fFZpkXUyOpg,70 Hour Week #Comedy #Shorts,,2023-11-02T05:22:24Z,,23,en,en-IN,https://i.ytimg.com/vi/fFZpkXUyOpg/default.jpg,https://i.ytimg.com/vi/fFZpkXUyOpg/hqdefault.jpg,PT55S,93379,5332,166,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,there was a lot of online outrage for the suggestion that employees should work 70 hours a week I don't understand the fury if someone's senior with experience and knowledge and in a position of power and responsibility suggest something they must have thought it through they are not jobless content creators speaking trending news and speaking nonsense to get views likes and shares if your boss asks you to work 70 hours a week they must have made arrangements to admit your kids in a good hostel they will get you a full-time maid who will take care of all the housework they will get you a driver who will handle the hazle of the commute while you're sitting in the backseat of the car and working on billable hours if you have sickly relatives they'll get you a full-time caraker they'll even give you a conci who will handle all the errands to manage all these people they'll give you an assistant only once all this team is in place will they ask you to report to Duty 70 hours a week they are smart they know that CEO level Hours come with CEO level perks
8WAZoTnGO8k,Ladies Handbag #Comedy #Shorts,,2023-10-11T07:23:31Z,,23,en,en-IN,https://i.ytimg.com/vi/8WAZoTnGO8k/default.jpg,https://i.ytimg.com/vi/8WAZoTnGO8k/hqdefault.jpg,PT46S,36998,2317,54,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,guys in every relationship there comes a stage where you will have to hold a lady's hand back don't feel too annoyed about it you probably got into a relationship because some lady needed somebody to hold her hand back even the most vehemently single girl will succumb to a relationship when she realizes she wants to dance at a wedding but there's nobody to hold her purse and when carrying that bag don't fiddle with the buttons don't play with the velcro and God forbid don't try to peek inside you don't have to know why such a big bag is required or why a purse has more compartments than duronto Express it's very important you get it right because when a girl gives you her bag it's an accomplishment and an assessment you have just clear the prelims and are now appearing for the mains that bag is a sign of trust and a test so wish you all the best
pcAaPZ96SMo,Don’t Call Only Message #comedy #shorts,,2023-12-05T11:58:14Z,,23,en,en-IN,https://i.ytimg.com/vi/pcAaPZ96SMo/default.jpg,https://i.ytimg.com/vi/pcAaPZ96SMo/hqdefault.jpg,PT57S,22432,1429,32,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,yes I'm one of those guys who writes in this profile do not call only message because I can't believe a quarter Century into the 21st century there are still people out there who directly call without any ination some of them are not even in my contact list if I see the phone ring and instead of a saved name there is a jumble of numbers I pick it up and directly ask them have you reached the location because the only people allowed to call like this are from Amazon swiy zomato or Ola Uber Rapido either you bringing me something or taking me somewhere otherwise before you call send me a message explaining why you require a phone call what is this amazing activity that cannot be accomplished via text or voice notes what requires us to exchange voices simultaneously concurrently consecutively confusingly the only reason I believe a phone call is required is if somebody is dying and me picking up the call will make the death quicker and painless I'm not that heartless
MoC84VEHkWE,Wedding Vaastu #Comedy #Shorts,,2025-06-11T08:04:46Z,,23,en,en-IN,https://i.ytimg.com/vi/MoC84VEHkWE/default.jpg,https://i.ytimg.com/vi/MoC84VEHkWE/hqdefault.jpg,PT1M57S,12725,545,17,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,"But now my relatives got involved and they were trying to in you know infiltrate my parents' brains said see your son is not getting married because the house was wrong. House was wrong. You have to change the vastu of the house. The entry gate should be from the bathroom ventilator. Then only your son will get married. So now they are blaming the house and my parents have decided to renovate the house. Right now my house is under renovation and the problem is both my parents they've been fairly nice couple for the last so many years but now they're fighting so hard about how the house has to be renovated. I'm scared man that the level of fight I don't know even if this vasu concept works and by the end of it I get married I think their marriage will end because the level of fights they're having about how literally they have divided the house into two parts one side is being decor designed as per my mom's taste other half my my dad taste which is fine if it is half the rooms half the rooms no it is bottom half top half flooring according to my mom ceiling according to my dad flooring is minimalist modern spartic tiles with mogulai ceiling. It seems like a veim mundi. And now I realized this is going to be very tricky. I don't want to get involved in this fight. So I hired an interior designer and I told her, ""Ma'am, your main job is to coordinate between both of them and do the design of the house."" And one day I was traveling. This interior designer called me. Sir, can you please speak to your parents and explain to them that the house will not stand when you remove the pillars? They think that pillars are obstructing your marriage that the girl is hiding behind the pillar only. And I said ma'am that's the reason I hired you. I don't want because if I interfere in this fight I will not be able to inherit the house. And she said, ""Sir, if you don't interfere right now, there'll be no house to inherit."
OYE5zQFLNOw,Fathers Day #Comedy #Shorts,,2025-06-16T03:27:10Z,,23,en,en-IN,https://i.ytimg.com/vi/OYE5zQFLNOw/default.jpg,https://i.ytimg.com/vi/OYE5zQFLNOw/hqdefault.jpg,PT48S,32709,710,6,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,"mainly happy father's day to all of you wish you a very happy father's day. Nice round of applause for all the fathers. Very good. And anybody brought their fathers to the show? Yes. Oh wow. Where where is this? Oh hello sir. Welcome welcome to the show. And uh so is the show the gift for your dad on Father's Day? Yes. Wow. Thank you. I feel good about it because my dad doesn't consider me a gift to him, but other people are using me as a gift to their dads. Oh god. Very good. By I hope she has better plans after the show, sir. If your father's day ends after this show, I'll be disappointed in her on behalf of you. Uh,"
ikyd4ihDDlw,Shriek Socialising #Comedy #Shorts,,2025-03-26T06:01:07Z,,23,en,en-IN,https://i.ytimg.com/vi/ikyd4ihDDlw/default.jpg,https://i.ytimg.com/vi/ikyd4ihDDlw/hqdefault.jpg,PT2M,8726,543,14,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,have you seen in public spaces when a small group of friends or family starts getting together every time a new person enters the group they are welcomed with a loud shriek hey HOA and it's very annoying for all the rest of the people using the same public space like the park or a restaurant but of course when you're entering that group and you're greeted with such excitement you will feel very happy but you have to understand that there are other ways of also displaying excitement when you see somebody like widening your Eyes giving a big smile or giving a bare hug or my favorite giving some gifts if you're feeling happy about the streek remember you're not getting any of those other things sometimes I at the receiving end of such streaks and I do feel embarrassed and I've realized that these streaks are very time dependent if you are meeting people on a frequent basis you will get a general acknowledgement if you meet them after many months then maybe you'll get a shriek if you are meeting people after many many years then they're so surprised to see you they're just speechless and me who so introverted and avoids all kinds of social embarrassment have realized I'm only going to meet people on a frequent basis or will just entirely avoid the shriek zone of socializing and only meet them after years when they're just completely speechless especially typically in restaurants the worst thing is that there's a social compulsion that every time a new person enters the group they have to get a louder streak than the previous person so the fear is that by the time the last person comes there will be so loud the entire roof will fall down but Ty typically the late Comer so comes so late by then everybody start eating their food and once they're eating their food their MO doesn't have the space to give some shriek that's why smart restaurants what they do is that when these group starts getting together they first give all of them free Masala puet because if they're munching they'll not be that loud is the thought but one problem with this technique is that when somebody likes me sees a free Masala poer I'll be like [Music]
SXJMdRdaI6Q,Screaming Kids #Comedy #Shorts,,2025-03-14T05:56:21Z,,23,en,en-IN,https://i.ytimg.com/vi/SXJMdRdaI6Q/default.jpg,https://i.ytimg.com/vi/SXJMdRdaI6Q/hqdefault.jpg,PT1M42S,9958,1041,26,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,I'm sure you get once in a while annoyed by screaming kids but kids scream from ages 0 to 3 they will cry from ages 3 to 8 they will scream that's how they went out their frustration anger even joy and above the age of 8 they'll just shout because shouting is just screaming with words adults also want to scream but we know it will not be tolerated so we have special places where we can scream like movie screenings sporting events riots these are the designated toilets for our disables but kids don't know that they will start screaming in hotels flights airports restaurants and we will give a angry look to their parents and they will feel guilty and try to silence the kids but I think we should understand that kids will scream and solve this in a different way they should be a special mask designed for kids comfortable to wear and has a small acoustic device near the mouth so when the screen it will reduce the noise a little bit and whatever comes out will be a little muffled and probably even harmonic and tolerable in a few iterations maybe it will even be musical essentially I'm saying diapers for their decb because if you don't have something like this the parents will try to silence their kids by scolding them making everybody else around them awkward or Worse they'll try to shush the kids by giving them a device which is electronic opium that doesn't stop the scream it will just postpone that for a later date and it will reverberate later across cyers space in some comment section in all caps many times you see comments and you'll feel like if only this kid was allowed a few more screams he will not be here dissing on other people's dreams [Music]
jEQ6HyMcFmQ,Company T-Shirt #Comedy #Shorts,,2025-02-19T04:06:08Z,,23,en,en-IN,https://i.ytimg.com/vi/jEQ6HyMcFmQ/default.jpg,https://i.ytimg.com/vi/jEQ6HyMcFmQ/hqdefault.jpg,PT1M24S,5685,367,11,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,many companies think the best way to display a team activity is happening is by making all the employees wear the same company t-shirt you go to a team offsite the two things you receive is a company t-shirt and a group photo of everybody wearing that shirt companies seem to assume that if you make the employees wear the same shirt like a school uniform they will feel less bad about their salary and just glad they're not being asked to pay a fee but the real purpose of a company t-shirt at the team offsite is so the resort catering manager can identify which company you belong to because at any given time there will be half a dozen companies doing their offsites at the same Resort and from your shirt they will identify if your company bought the basic package of two starters and four drinks or the deluxe package of four starters and eight drinks the shirt will decide how SLO you will be and my recommendation to companies don't put anything more than your company logo on the shirt so that it can be wor outside beyond the company event comfortably and it will look like a new t-shirt brand in the market but companies insist on putting their logo company name event name the this reduces the usability and the giv ability of the shirt because after wearing for a while the employee will give away the shirt to somebody and the trajectory of a t-shirt is always downwards you never know who's going to wear your company shirt later one day you'll be at a traffic signal and somebody will be wiping your windshield while wearing your company shirt or Worse they'll be wiping your windshield with your company shirt [Music]
Ie73idXVNTY,Girlfriend Gifts #ValentinesDay,,2025-02-14T04:40:10Z,,23,en,en-IN,https://i.ytimg.com/vi/Ie73idXVNTY/default.jpg,https://i.ytimg.com/vi/Ie73idXVNTY/hqdefault.jpg,PT53S,8312,524,19,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,guys many girlfriends love receiving gifts nice gifts fancy gifts unique gifts thoughtful gifts simple gifts surprise gifts whatever gifts but constant gifts some gifts that display how much you love some gifts that display how much you care and some gifts that display how much you earn if you regularly keep giving gifts many of your errors of omission and commission may be forgiven but if you don't give gifts many errors of omission will be considered errors of commission if you have a girlfriend who can be plated and pacified with gifts celebrate now you don't have to bend over backwards trying to remember weird dates like her friends putting the toilet seat down shopping for shoes is simpler than doing all this so stop complaining and start bargaining every calf has a gift [Music]
sd0nCRQ0_bM,Professional Comedian #StandupComedy #Comedy #Shorts,,2024-11-28T05:59:28Z,,23,en,en-IN,https://i.ytimg.com/vi/sd0nCRQ0_bM/default.jpg,https://i.ytimg.com/vi/sd0nCRQ0_bM/hqdefault.jpg,PT47S,21301,1114,16,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,I've been doing comedy for 10 years but I've been a professional comedian for 7 years professional means I've been earning money from Comedy for the last 7 years though my dad does say If you think what you're earning is money you have to redefine both earning and money but I tell you ever since I started making money in comedy the way my dad treats me has completely changed earlier when I was not making money doing this he used to treat me like garbage like look at me in this way when can I throw this out of the house now because I make money in comedy his treatment has come completely changed man now he treats me like old newspapers you'll keep in one corner of the house at some point we'll get some money out of this carer is going amazing [Applause]
j6r6ouYRI9E,Changed Appearance #standupcomedy #comedy #shorts,,2024-10-22T07:34:09Z,,23,en,en-IN,https://i.ytimg.com/vi/j6r6ouYRI9E/default.jpg,https://i.ytimg.com/vi/j6r6ouYRI9E/hqdefault.jpg,PT30S,30669,1304,26,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,but how many have you seen my dark sken getting married video but anybody only knows me from that video and look at my face now and wondering is this the same guy are we being cheated no no no no I grew my hair I have a beard I have a you know glass with full frame yeah I changed my appearance because a lot of people told me you know you'll look much better if you cover your face that's you know the L we look of you you look much better so I can do something about it so that's what the appearance is going with
Wb4bFhEiIfE,Cool Guy #standupcomedy #comedyshorts,,2024-10-09T08:16:00Z,,23,en,en-IN,https://i.ytimg.com/vi/Wb4bFhEiIfE/default.jpg,https://i.ytimg.com/vi/Wb4bFhEiIfE/hqdefault.jpg,PT35S,43338,1402,11,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,and San gets nervous whenever he sees a beautiful girl when I say a beautiful girl I mean a girl one day I was in the lift like this I was about to enter and then suddenly behind me a girl entered and in front of her again I have to act cool right this is the universal symbol of Kulu leaning on one leg all the cool guys lean on one leg because the other leg was broken by some girls brother h
MhfCjQzqgIE,Psychology of Sweets #Comedy #Shorts,,2023-11-11T11:26:58Z,,23,en,en-IN,https://i.ytimg.com/vi/MhfCjQzqgIE/default.jpg,https://i.ytimg.com/vi/MhfCjQzqgIE/hqdefault.jpg,PT39S,28976,1469,32,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,when you give somebody an assorted box of sweets you can tell a lot about their psychology based on which sweets they eat first some people will eat the sweets that will go bad first and keep the ones with a longer shelf life for later and some people who will eat in an ascending order of sweetness the burphy first the jamun last and some people will eat the expensive ones first and then the cheap ones they'll keep it for the guests then there some people who will eat their least favorite sweet first and hold on to their favorite ones to the last these are single kids who grow up without any insecurities if like me you grow up with siblings you'll grab your favorite ones first otherwise your bloody brother will only leave you Stone poty
Q7VhMJZPRXc,Five Star Towels #Comedy #Shorts #standupcomedy,,2024-09-11T14:59:46Z,,23,en,en-IN,https://i.ytimg.com/vi/Q7VhMJZPRXc/default.jpg,https://i.ytimg.com/vi/Q7VhMJZPRXc/hqdefault.jpg,PT58S,47740,1834,13,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,what I really love in the five star hotels is the five star hotel towels five star hotel fluffy towels are so good they're so cute I think they're designed to rap babies not rub bodies like some of these stubbles are so cute I feel like adopting them nothing wrong like in this day and age where pets are the new kids and plants are the new pets towels are the new plants just like plants they'll be in my balcony getting some sun and once in a while I'll gu them water with my face hair body legs everything I don't know how they make these fluffy towels man because I think to make a five star hotel fluffy towel you have to Skin three polar bears and once I wipe my face on it it becomes a jant panda
UXGees6SW98,Office Meetings #Comedy #Shorts,,2024-08-08T06:37:58Z,,23,en,en-IN,https://i.ytimg.com/vi/UXGees6SW98/default.jpg,https://i.ytimg.com/vi/UXGees6SW98/hqdefault.jpg,PT52S,18453,1136,13,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,everybody hates office meetings but meetings are necessary not to get the job done that's beside the point meetings are necessary to make your parents feel proud about your profession because meetings are the ultimate symbol of the white colar of birly mobile job next time you notice your parents when you tell them I can't attend the family gathering I have a meeting don't irritate me now I have a meeting in their face you'll see annoyance but in their eyes you'll notice a spark they'll feel proud oh all our sacrifices and hard work is worth it our child is now in a job which has me meetings is part of the decision- making Matrix of course if your parents themselves had jobs which had meetings the only way to impress them is to go to conferences conferences are meetings which include travel food and drinking everybody sitting in a meeting hopes to be in a conference that's why every meeting happens in a conference room they are not just the location they are the aspiration
4PAOGs2rEU4,Hi 😤 #Comedy #Shorts,,2024-07-18T08:15:10Z,,23,en,en-IN,https://i.ytimg.com/vi/4PAOGs2rEU4/default.jpg,https://i.ytimg.com/vi/4PAOGs2rEU4/hqdefault.jpg,PT1M1S,14471,908,36,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,I don't understand people who message high and that's it they wait for you to respond with another high before they convey anything and I sit there wondering what happened after the high your phone died you died no the actart of communication died did you learn messaging on a landline phone so you only start speaking after both sides say hello a high has to be followed by a message so the person receiving it will know what to respond when to respond whether to respond a high which is not accompanied by a message is not a greeting it's just a sound it's a squeal it's a squeak when you just say hi you don't want to message you want to chat you don't want to inform you want to disturb you don't want to ask you want to argue you don't want to intimate you want to intimidate a high which is followed by a message is welcome a high which comes alone is violence I don't understand people who message high and that's it they wait for you to respond with another high before they convey anything and I sit there wondering what happened after the high your phone died you died no the actart of
ApK6kT45who,Shaking Legs #Comedy #Shorts,,2024-07-05T05:58:59Z,,23,en,en-IN,https://i.ytimg.com/vi/ApK6kT45who/default.jpg,https://i.ytimg.com/vi/ApK6kT45who/hqdefault.jpg,PT56S,19961,757,25,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,"I shake my legs I'm a leg Shaker while scrolling reels I do 10,000 steps while watching a web series I can do the full Marathon from the couch so I have been ched by girls scolded by women berated by ladies and admonished by all females stop shaking legs stop shaking legs the moment women catch me shaking legs they claim instant moral superiority how can you be so unclean UNC uncivilized while I'm sitting there quite proud that I'm diverting all my frustration into shaking legs instead of running away from the situation they act as if I'm hiding a deep dark secret and they caught me during the ACT I was shaking my legs even on our first date you thought I was being playful under the table no I was just shaking my legs and your legs came in between I think this is the reason why tall guys prefer to date short girls more like room obviously I'm not just shaking my head"
OzGo3_Q8ZPs,Star Signs #Comedy #Shorts,,2024-06-22T06:16:44Z,,23,en,en-IN,https://i.ytimg.com/vi/OzGo3_Q8ZPs/default.jpg,https://i.ytimg.com/vi/OzGo3_Q8ZPs/hqdefault.jpg,PT51S,9039,451,6,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,I think star signs don't get the respect of a science because unlike say medicine where doctors as they progress specialize in different fields even Advanced fortune tellers prescrib for all zodiac signs there should be Aries experts torrent technicians Sagittarian Specialists virologist they can be a Universalist during Bachelors but as they do Masters and PhD they should focus on specific star signs until they gain enough credibility to influence the powers that be to send space probes to their respective constellations to study them further what's the point of sending a space prob to some random place which could have life beyond Earth and you can send them to places which influence life on Earth but there are no specialist fortune tellers because I suspect the more they study the stars they lose their faith on star signs that is the risk with science
bZc520RguOk,Ghee #Comedy #Shorts,,2024-03-26T08:16:37Z,,23,en,en-IN,https://i.ytimg.com/vi/bZc520RguOk/default.jpg,https://i.ytimg.com/vi/bZc520RguOk/hqdefault.jpg,PT57S,16484,867,23,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,please tell me why are they putting so much ghee in all the dishes in many modern South Indian restaurants basic idly and Dosa are being died dunked DED and drenched in ghee why do you need so much ghee to cook simple South Indian fair just so the restaurant can charge more ghee went from being a gently sprinkled seasoning or condiment to being the primary ingredient you order idly you get it in a ghee gravy if we don't stop this tide of ghee we are going to lose the strong reputation of South Indian dishes being comparatively healthy soon an Alo Samosa will be considered a healthier alternative to masala dosa and what is the point of eating py IDI when it has more fat than butter chicken and the worst thing when you eat a dish with so much ghee your hands get greasy and sticky and you need B more water to wash it later and that explains the Water Crisis in many places where there was none earlier so listen to my plea use l ghee at least for the summer because this clarified butter makes you waste water
SPD81OdXXSM,Valentines Day Gifts #Comedy #Shorts,,2024-02-14T07:18:04Z,,23,en,en-IN,https://i.ytimg.com/vi/SPD81OdXXSM/default.jpg,https://i.ytimg.com/vi/SPD81OdXXSM/hqdefault.jpg,PT23S,15369,750,12,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,Valentine's Day gifts are complicated you should catch all the hints and give the expected gift unexpected gift surprise gift a cute gift and a personal gift because your feelings also matter theoretically and you could still get dumped because there were no romantic gesture gifts and gesture is love gifts without gesture is lust gestures without any gifts is loser
53MDDwXEuK4,Side Hustle #Comedy #shorts,,2024-01-30T07:02:09Z,,23,en,en-IN,https://i.ytimg.com/vi/53MDDwXEuK4/default.jpg,https://i.ytimg.com/vi/53MDDwXEuK4/hqdefault.jpg,PT1M1S,12762,656,20,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,these days when someone asks you what do you do they don't care about your primary profession they are trying to find out what is your side huzzle because in the 21st century everybody needs to have a side hustle if you don't have a side hustle that means you're not putting enough effort you don't care about yourself you don't care about your kids you don't care about your country there are two kinds of side hustles right side hustle left side Hustle the right side hustle makes you money the left side hustle gives you fulfillment unless you're left-handed then it's vice versa and which side of the hustle you take depends on your main job which is always called a job it's never a hustle because nobody hustles in their job you just do the bare minimum required that's how you have time for a side hustle and both are required because when the main job becomes unbearable you can Comfort yourself saying that okay I have a side hustle going on and when the side hustle becomes impossible you can convince yourself that's okay have a job to fall back upon that's how you live life now with work work balance so all the best with your divorce
iHN4fOqjVvU,Dessert Spoons #Comedy #Shorts,,2024-01-09T08:21:51Z,,23,en,en-IN,https://i.ytimg.com/vi/iHN4fOqjVvU/default.jpg,https://i.ytimg.com/vi/iHN4fOqjVvU/hqdefault.jpg,PT48S,24221,1210,27,public,UC-VPf3yXgkbjH6PFKQBblYg,Saikiran,"I am a Standup Comedian and these are videos of jokes which I thought were funny when I wrote them. If you also find them funny please like, share and subscribe.",IN,https://yt3.ggpht.com/ytc/AIdro_nHz3cj76WlTIXGexBbg_Rq0ABuadXqUgqdkCxR3_NauA=s88-c-k-c0x00ffffff-no-rj,478000,97,True,why are catering buffets dessert spoon so small and flimsy I've seen people with longer and stronger fingernails than these dessert spoons the catering guy thinks oh you already had the main course you'll have a life dessert no we ate that super spicy main course to build the right pallet conditions to gorge on the dessert and the small spoon you give is not good enough to eat the soft after the dessert they're too small to give Gripe Water to babies they're tooo small to feed neonatal kittens and the small small dessert spoon is terrible to eat Indian sweets they don't have the strength to dig into the fluffiest of rasay and Ras gulas you pick up the sweet with the small spoon the syrup will fall onto your palm the sweet will fall onto your shirt it's embarrassing we demand dignified dessert spoons on our way to diabetes
